resource_id,title,description,topics,difficulty,format,duration_minutes,cost_type,price_usd,provider,quality_score,accessibility_score,has_captions,has_transcript,prerequisites,language,resource_url,popularity_score
R0555,Statistics Foundations 555,An original beginner learning resource that develops statistics concepts through project activities and connects them with cloud computing practice.,Statistics|Cloud computing,Beginner,Project,45,Free,0.0,Nova Learning,0.546,0.834,True,True,None,English,https://example.org/learnbridge/resources/R0555,0.342
R0556,Python Applied Path 556,An original beginner learning resource that develops python concepts through course activities and connects them with mathematics practice.,Python|Mathematics,Beginner,Course,60,Free,0.0,Nexus Learning,0.567,0.943,True,True,None,English,https://example.org/learnbridge/resources/R0556,0.375
R0557,Mathematics Foundations 557,An original advanced learning resource that develops mathematics concepts through course activities and connects them with responsible ai practice.,Mathematics|Responsible AI,Advanced,Course,240,Paid,39.0,Sprout Learning,0.952,0.81,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0557,0.608
R0558,Python Concept Clinic 558,An original advanced learning resource that develops python concepts through practice quiz activities and connects them with computer vision practice.,Python|Computer vision,Advanced,Practice quiz,60,Free,0.0,Lumen Learning,0.841,0.992,True,True,Python,English,https://example.org/learnbridge/resources/R0558,0.066
R0559,Responsible AI Foundations 559,An original intermediate learning resource that develops responsible ai concepts through tutorial activities and connects them with statistics practice.,Responsible AI|Statistics,Intermediate,Tutorial,180,Free,0.0,Mosaic Learning,0.625,0.824,True,True,Python,English,https://example.org/learnbridge/resources/R0559,0.118
R0560,SQL Foundations 560,An original intermediate learning resource that develops sql concepts through video activities and connects them with mathematics practice.,SQL|Mathematics,Intermediate,Video,60,Free,0.0,Nexus Learning,0.877,0.954,True,True,Statistics,English,https://example.org/learnbridge/resources/R0560,0.361
R0561,Computer vision Concept Clinic 561,An original advanced learning resource that develops computer vision concepts through project activities and connects them with mathematics practice.,Computer vision|Mathematics,Advanced,Project,120,Paid,39.0,Cedar Learning,0.631,0.835,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0561,0.536
R0562,Statistics Applied Path 562,An original intermediate learning resource that develops statistics concepts through video activities and connects them with software engineering practice.,Statistics|Software engineering,Intermediate,Video,480,Free,0.0,Willow Learning,0.859,0.825,True,True,Python,English,https://example.org/learnbridge/resources/R0562,0.546
R0563,Machine learning Workshop 563,An original beginner learning resource that develops machine learning concepts through video activities and connects them with deep learning practice.,Machine learning|Deep learning,Beginner,Video,480,Free,0.0,Summit Learning,0.621,0.525,False,False,None,English,https://example.org/learnbridge/resources/R0563,0.44
R0564,Statistics Applied Path 564,An original beginner learning resource that develops statistics concepts through article activities and connects them with computer vision practice.,Statistics|Computer vision,Beginner,Article,60,Free,0.0,Pixel Learning,0.778,0.96,True,True,None,English,https://example.org/learnbridge/resources/R0564,0.385
R0565,Deep learning Workshop 565,An original advanced learning resource that develops deep learning concepts through video activities and connects them with data science practice.,Deep learning|Data science,Advanced,Video,45,Free,0.0,Compass Learning,0.492,0.585,False,True,Python,English,https://example.org/learnbridge/resources/R0565,0.448
R0566,Machine learning Concept Clinic 566,An original beginner learning resource that develops machine learning concepts through interactive exercise activities and connects them with responsible ai practice.,Machine learning|Responsible AI,Beginner,Interactive exercise,60,Free,0.0,Forge Learning,0.493,0.854,True,True,None,English,https://example.org/learnbridge/resources/R0566,0.234
R0567,Machine learning Field Guide 567,An original beginner learning resource that develops machine learning concepts through course activities and connects them with cloud computing practice.,Machine learning|Cloud computing,Beginner,Course,30,Free,0.0,Nexus Learning,0.533,0.952,True,True,None,English,https://example.org/learnbridge/resources/R0567,0.571
R0568,Computer vision Foundations 568,An original intermediate learning resource that develops computer vision concepts through video activities and connects them with software engineering practice.,Computer vision|Software engineering,Intermediate,Video,240,Free,0.0,Compass Learning,0.844,0.983,True,True,Computer vision,English,https://example.org/learnbridge/resources/R0568,0.392
R0569,Mathematics Foundations 569,An original beginner learning resource that develops mathematics concepts through interactive exercise activities and connects them with nlp practice.,Mathematics|NLP,Beginner,Interactive exercise,480,Free,0.0,Nova Learning,0.658,0.814,True,True,None,English,https://example.org/learnbridge/resources/R0569,0.487
R0570,Mathematics Practice Lab 570,An original intermediate learning resource that develops mathematics concepts through course activities and connects them with nlp practice.,Mathematics|NLP,Intermediate,Course,120,Free,0.0,Pixel Learning,0.581,0.939,True,True,Statistics,English,https://example.org/learnbridge/resources/R0570,0.087
R0571,Mathematics Foundations 571,An original intermediate learning resource that develops mathematics concepts through interactive exercise activities and connects them with responsible ai practice.,Mathematics|Responsible AI,Intermediate,Interactive exercise,45,Free,0.0,Nova Learning,0.866,0.851,True,True,Python,English,https://example.org/learnbridge/resources/R0571,0.549
R0572,Data science Essentials 572,An original advanced learning resource that develops data science concepts through course activities and connects them with software engineering practice.,Data science|Software engineering,Advanced,Course,180,Free,0.0,Nexus Learning,0.806,0.851,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0572,0.399
R0573,Mathematics Field Guide 573,An original beginner learning resource that develops mathematics concepts through tutorial activities and connects them with data science practice.,Mathematics|Data science,Beginner,Tutorial,120,Paid,15.0,Circuit Learning,0.827,0.963,True,True,None,English,https://example.org/learnbridge/resources/R0573,0.294
R0574,Computer vision Workshop 574,An original beginner learning resource that develops computer vision concepts through course activities and connects them with mathematics practice.,Computer vision|Mathematics,Beginner,Course,120,Free,0.0,Sprout Learning,0.713,0.837,True,True,None,English,https://example.org/learnbridge/resources/R0574,0.395
R0575,Statistics Practice Lab 575,An original intermediate learning resource that develops statistics concepts through project activities and connects them with python practice.,Statistics|Python,Intermediate,Project,90,Paid,59.0,Nova Learning,0.919,0.997,True,True,Statistics,English,https://example.org/learnbridge/resources/R0575,0.277
R0576,NLP Concept Clinic 576,An original intermediate learning resource that develops nlp concepts through course activities and connects them with python practice.,NLP|Python,Intermediate,Course,30,Free,0.0,Bridge Learning,0.809,0.802,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0576,0.31
R0577,SQL Field Guide 577,An original intermediate learning resource that develops sql concepts through interactive exercise activities and connects them with cloud computing practice.,SQL|Cloud computing,Intermediate,Interactive exercise,120,Free,0.0,Pixel Learning,0.958,0.874,True,True,Mathematics,English,https://example.org/learnbridge/resources/R0577,0.788
